ID,Section,Screen,Segment,Copy Type,Content,Status,Notes,Figma Link,Key,Variables,Condition,File,Line,Storage
568,Briefing,Schedule,hl-accelerating,label,Leela Patel — annual review window opens,draft,,,briefing.hl-accelerating.schedule.patel.title,,,src/data/briefingContent.ts,,data-file
569,Briefing,Schedule,hl-accelerating,body,"Household grew (second dependent, new home). $1.2M term right-sized to a smaller household — talking points loaded.",draft,,,briefing.hl-accelerating.schedule.patel.body,,,src/data/briefingContent.ts,,data-file
570,Briefing,Schedule,hl-accelerating,label,Cross-sell prep · holistic talk-track drill,draft,,,briefing.hl-accelerating.schedule.block.title,,,src/data/briefingContent.ts,,data-file
571,Briefing,Schedule,hl-accelerating,body,Strategist queued the Helena prep card. Voice-over rehearsal: 5 min. Run before the call.,draft,,,briefing.hl-accelerating.schedule.block.body,,,src/data/briefingContent.ts,,data-file
572,Briefing,Schedule,hl-accelerating,label,End-of-day wrap,draft,,,briefing.hl-accelerating.schedule.wrap.title,,,src/data/briefingContent.ts,,data-file
573,Briefing,Schedule,hl-accelerating,body,Log Helena outreach. Confirm Patel next-touch on 529 conversation. Flag any new signals.,draft,,,briefing.hl-accelerating.schedule.wrap.body,,,src/data/briefingContent.ts,,data-file
574,Briefing,Client Signals,hl-accelerating,headline,Helena Garcia — engagement spike on retirement content,draft,,,briefing.hl-accelerating.signals.helena.title,,,src/data/briefingContent.ts,,data-file
575,Briefing,Client Signals,hl-accelerating,body,3 retirement-readiness articles opened in 7 days. Score jumped from 23 → 41.,draft,,,briefing.hl-accelerating.signals.helena.body,,,src/data/briefingContent.ts,,data-file
576,Briefing,Client Signals,hl-accelerating,cta,"Lead with curiosity, not the rate.",draft,,,briefing.hl-accelerating.signals.helena.action,,,src/data/briefingContent.ts,,data-file
577,Briefing,Client Signals,hl-accelerating,headline,Janet Henderson — new address detected,draft,,,briefing.hl-accelerating.signals.henderson.title,,,src/data/briefingContent.ts,,data-file
578,Briefing,Client Signals,hl-accelerating,body,Coastal household in a flood-risk zone. Coverage gap on the new property.,draft,,,briefing.hl-accelerating.signals.henderson.body,,,src/data/briefingContent.ts,,data-file
579,Briefing,Client Signals,hl-accelerating,cta,Add to this week — review pack queued by Strategist,draft,,,briefing.hl-accelerating.signals.henderson.action,,,src/data/briefingContent.ts,,data-file
580,Briefing,Client Signals,hl-accelerating,headline,"Tom Anderson — application stalled, day 11",draft,,,briefing.hl-accelerating.signals.tom-stall.title,,,src/data/briefingContent.ts,,data-file
581,Briefing,Client Signals,hl-accelerating,body,Underwriting hold on a missing APS form.,draft,,,briefing.hl-accelerating.signals.tom-stall.body,,,src/data/briefingContent.ts,,data-file
582,Briefing,Client Signals,hl-accelerating,cta,Resend APS via Sales Central today,draft,,,briefing.hl-accelerating.signals.tom-stall.action,,,src/data/briefingContent.ts,,data-file
583,Briefing,Autonomous Actions,hl-accelerating,label,Drafted Helena reconnection,draft,,,briefing.hl-accelerating.autonomous.a1.label,,,src/data/briefingContent.ts,,data-file
584,Briefing,Autonomous Actions,hl-accelerating,label,Brand Advocate · matched your voice,draft,,,briefing.hl-accelerating.autonomous.a1.meta,,,src/data/briefingContent.ts,,data-file
585,Briefing,Autonomous Actions,hl-accelerating,body,"A warm, milestone-first reconnection drafted in your voice. Frames the pre-60 planning window, not the rate.",draft,,,briefing.hl-accelerating.autonomous.a1.summary,,,src/data/briefingContent.ts,,data-file
586,Briefing,Autonomous Actions,hl-accelerating,label,Loaded Patel review pack,draft,,,briefing.hl-accelerating.autonomous.a2.label,,,src/data/briefingContent.ts,,data-file
587,Briefing,Autonomous Actions,hl-accelerating,label,Intelligence Analyst · cross-sell notes,draft,,,briefing.hl-accelerating.autonomous.a2.meta,,,src/data/briefingContent.ts,,data-file
588,Briefing,Autonomous Actions,hl-accelerating,body,"Leela's review pack is ready. Household grew (baby #2 in February), term is right-sized to the old household, education gap surfaced.",draft,,,briefing.hl-accelerating.autonomous.a2.summary,,,src/data/briefingContent.ts,,data-file
589,Briefing,Autonomous Actions,hl-accelerating,label,Queued holistic talk-track drill,draft,,,briefing.hl-accelerating.autonomous.a3.label,,,src/data/briefingContent.ts,,data-file
590,Briefing,Autonomous Actions,hl-accelerating,label,Coach · 5-min run before 10:30,draft,,,briefing.hl-accelerating.autonomous.a3.meta,,,src/data/briefingContent.ts,,data-file
591,Briefing,Autonomous Actions,hl-accelerating,body,"A 5-minute Coach drill on the holistic talk-track, tuned to a pre-60 milestone conversation. Three roleplay beats.",draft,,,briefing.hl-accelerating.autonomous.a3.summary,,,src/data/briefingContent.ts,,data-file
592,Briefing,Autonomous Actions,hl-accelerating,label,Flagged Janet flood-risk gap,draft,,,briefing.hl-accelerating.autonomous.a4.label,,,src/data/briefingContent.ts,,data-file
593,Briefing,Autonomous Actions,hl-accelerating,label,Signals · review by Friday,draft,,,briefing.hl-accelerating.autonomous.a4.meta,,,src/data/briefingContent.ts,,data-file
594,Briefing,Autonomous Actions,hl-accelerating,body,Janet moved to a coastal address in March; FEMA Zone AE flood map shows risk her current household coverage does not address.,draft,,,briefing.hl-accelerating.autonomous.a4.summary,,,src/data/briefingContent.ts,,data-file
595,Briefing,Autonomous Actions,hl-accelerating,label,Filed yesterday's NIGO update,draft,,,briefing.hl-accelerating.autonomous.a5.label,,,src/data/briefingContent.ts,,data-file
596,Briefing,Autonomous Actions,hl-accelerating,label,Concierge · case status refreshed,draft,,,briefing.hl-accelerating.autonomous.a5.meta,,,src/data/briefingContent.ts,,data-file
597,Briefing,Autonomous Actions,hl-accelerating,body,Yesterday's NIGO on the Reyes term app was an SSN format issue. Concierge corrected it overnight.,draft,,,briefing.hl-accelerating.autonomous.a5.summary,,,src/data/briefingContent.ts,,data-file
598,Briefing,Daily Headline,cs-building,headline,"$1,200 in FYC is one signature away.",draft,,,briefing.cs-building.fycInPlayLabel,advisorName,,src/data/briefingContent.ts,,data-file
599,Briefing,Daily Headline,cs-building,body,Land Nguyen today and you cross 25% — first time this year.,draft,,,briefing.cs-building.ringNudge,,,src/data/briefingContent.ts,,data-file
600,Briefing,Daily Headline,cs-building,label,Activity up 22% this month,draft,,,briefing.cs-building.streak,,,src/data/briefingContent.ts,,data-file
601,Briefing,Daily Headline,cs-building,headline,Get the Nguyen signature today — your first close of the week is one resend away.,draft,,,briefing.cs-building.headline,,,src/data/briefingContent.ts,,data-file
602,Briefing,Daily Headline,cs-building,body,2 items require your attention · 1 prospect call today · 4 follow-ups owed,draft,,,briefing.cs-building.summary,,,src/data/briefingContent.ts,,data-file
603,Briefing,Daily Headline,cs-building,body,"You said the OS should help you keep the rhythm and call out when momentum dips. This week, the rhythm is on — Coach is pointing at confidence, not pace.",draft,,,briefing.cs-building.whyThisOrder,,,src/data/briefingContent.ts,,data-file
604,Briefing,Priority Cards,cs-building,headline,"Nguyen application — DocuSign reminder pending, day 5. Resend before noon.",draft,,,briefing.cs-building.priorities.nguyen.headline,,,src/data/briefingContent.ts,,data-file
605,Briefing,Priority Cards,cs-building,body,"Standard send-twice-then-call pattern · est. first commission: $1,400",draft,,,briefing.cs-building.priorities.nguyen.sub,,,src/data/briefingContent.ts,,data-file
606,Briefing,Priority Cards,cs-building,tag,Urgent,draft,,,briefing.cs-building.priorities.nguyen.badge,,,src/data/briefingContent.ts,,data-file
607,Briefing,Priority Cards,cs-building,body,Application complete and submitted. Client hasn't returned the electronic signature.,draft,,,briefing.cs-building.priorities.nguyen.analysis,,,src/data/briefingContent.ts,,data-file
608,Briefing,Priority Cards,cs-building,body,This is your first close. The send-twice-then-call pattern is your training playbook — don't deviate.,draft,,,briefing.cs-building.priorities.nguyen.insight,,,src/data/briefingContent.ts,,data-file
609,Briefing,Priority Cards,cs-building,body,"Resend the DocuSign reminder, then text Nguyen to confirm receipt.",draft,,,briefing.cs-building.priorities.nguyen.recommendation,,,src/data/briefingContent.ts,,data-file
610,Briefing,Priority Cards,cs-building,body,"Est. first commission: $1,400.",draft,,,briefing.cs-building.priorities.nguyen.followup,,,src/data/briefingContent.ts,,data-file
611,Briefing,Priority Cards,cs-building,headline,Paul Reyes fact-finding (virtual) at 11:00 AM — referred by M. Rosenthal,draft,,,briefing.cs-building.priorities.reyes.headline,,,src/data/briefingContent.ts,,data-file
612,Briefing,Priority Cards,cs-building,body,"Married, two kids, freelance income · lead with goals, not products",draft,,,briefing.cs-building.priorities.reyes.sub,,,src/data/briefingContent.ts,,data-file
613,Briefing,Priority Cards,cs-building,tag,Prep ready,draft,,,briefing.cs-building.priorities.reyes.badge,,,src/data/briefingContent.ts,,data-file
614,Briefing,Priority Cards,cs-building,headline,"Your activity is up 22% this month — 11 contacts, 4 fact-finds, 1 close pending",draft,,,briefing.cs-building.priorities.momentum.headline,,,src/data/briefingContent.ts,,data-file
615,Briefing,Priority Cards,cs-building,body,Above your weekly target three weeks running,draft,,,briefing.cs-building.priorities.momentum.sub,,,src/data/briefingContent.ts,,data-file
616,Briefing,Priority Cards,cs-building,tag,On pace,draft,,,briefing.cs-building.priorities.momentum.badge,,,src/data/briefingContent.ts,,data-file
617,Briefing,Priority Cards,cs-building,headline,M. Rosenthal sent two referrals in a month — worth a thank-you,draft,,,briefing.cs-building.priorities.rosenthal.headline,,,src/data/briefingContent.ts,,data-file
618,Briefing,Priority Cards,cs-building,body,Brand Advocate drafted a note · review and send before Friday,draft,,,briefing.cs-building.priorities.rosenthal.sub,,,src/data/briefingContent.ts,,data-file
619,Briefing,Priority Cards,cs-building,tag,Monitor,draft,,,briefing.cs-building.priorities.rosenthal.badge,,,src/data/briefingContent.ts,,data-file
620,Briefing,Priority Cards,cs-building,headline,4-min retirement-income objection drill loaded for the Reyes call,draft,,,briefing.cs-building.priorities.drill.headline,,,src/data/briefingContent.ts,,data-file
621,Briefing,Priority Cards,cs-building,body,"Coach pointed at confidence, not pace — based on your onboarding answers",draft,,,briefing.cs-building.priorities.drill.sub,,,src/data/briefingContent.ts,,data-file
622,Briefing,Priority Cards,cs-building,tag,Need to prep,draft,,,briefing.cs-building.priorities.drill.badge,,,src/data/briefingContent.ts,,data-file
623,Briefing,Schedule,cs-building,label,Plan the day · 4 follow-ups owed,draft,,,briefing.cs-building.schedule.admin.title,,,src/data/briefingContent.ts,,data-file
624,Briefing,Schedule,cs-building,body,"Adams (call), Reyes (text), Patel (email), Chen (text). All warm. Brand Advocate drafted three of them.",draft,,,briefing.cs-building.schedule.admin.body,,,src/data/briefingContent.ts,,data-file
625,Briefing,Schedule,cs-building,label,Paul Reyes — fact-finding (virtual),draft,,,briefing.cs-building.schedule.reyes.title,,,src/data/briefingContent.ts,,data-file
626,Briefing,Schedule,cs-building,body,"Referred by M. Rosenthal. Married, two kids, freelance income. Lead with goals, not products.",draft,,,briefing.cs-building.schedule.reyes.body,,,src/data/briefingContent.ts,,data-file
627,Briefing,Schedule,cs-building,label,Cold outreach block · Coach drilled this with you,draft,,,briefing.cs-building.schedule.prospecting.title,,,src/data/briefingContent.ts,,data-file
628,Briefing,Schedule,cs-building,body,6 new contacts queued from the warm-warm cohort. Pick 3 and call.,draft,,,briefing.cs-building.schedule.prospecting.body,,,src/data/briefingContent.ts,,data-file
629,Briefing,Schedule,cs-building,label,End-of-day wrap,draft,,,briefing.cs-building.schedule.wrap.title,,,src/data/briefingContent.ts,,data-file
630,Briefing,Schedule,cs-building,body,"Log Reyes notes, schedule the follow-up, queue tomorrow.",draft,,,briefing.cs-building.schedule.wrap.body,,,src/data/briefingContent.ts,,data-file
631,Briefing,Client Signals,cs-building,headline,Your activity is up 22% this month,draft,,,briefing.cs-building.signals.income.title,,,src/data/briefingContent.ts,,data-file
632,Briefing,Client Signals,cs-building,body,"11 new contacts, 4 fact-finds, 1 close pending. Above your weekly target three weeks running.",draft,,,briefing.cs-building.signals.income.body,,,src/data/briefingContent.ts,,data-file
633,Briefing,Client Signals,cs-building,cta,Keep the rhythm. Coach will surface a milestone callout at week's end.,draft,,,briefing.cs-building.signals.income.action,,,src/data/briefingContent.ts,,data-file
634,Briefing,Client Signals,cs-building,headline,M. Rosenthal — referral source warming,draft,,,briefing.cs-building.signals.rosenthal.title,,,src/data/briefingContent.ts,,data-file
635,Briefing,Client Signals,cs-building,body,Two referrals in a month from one COI. Worth a thank-you message and a check-in.,draft,,,briefing.cs-building.signals.rosenthal.body,,,src/data/briefingContent.ts,,data-file
636,Briefing,Client Signals,cs-building,cta,Brand Advocate drafted a thank-you · review and send before Friday,draft,,,briefing.cs-building.signals.rosenthal.action,,,src/data/briefingContent.ts,,data-file
637,Briefing,Client Signals,cs-building,headline,Coach: a 4-min objection drill on retirement-income questions,draft,,,briefing.cs-building.signals.learning.title,,,src/data/briefingContent.ts,,data-file
638,Briefing,Client Signals,cs-building,body,You flagged confidence as a focus area.,draft,,,briefing.cs-building.signals.learning.body,,,src/data/briefingContent.ts,,data-file
639,Briefing,Client Signals,cs-building,cta,Start the 4-min drill now,draft,,,briefing.cs-building.signals.learning.action,,,src/data/briefingContent.ts,,data-file
640,Briefing,Autonomous Actions,cs-building,label,Resent Nguyen DocuSign reminder,draft,,,briefing.cs-building.autonomous.a1.label,,,src/data/briefingContent.ts,,data-file
641,Briefing,Autonomous Actions,cs-building,label,Concierge · 7:55 AM,draft,,,briefing.cs-building.autonomous.a1.meta,,,src/data/briefingContent.ts,,data-file
642,Briefing,Autonomous Actions,cs-building,body,Re-sent the DocuSign envelope to Nguyen with a short personalized note. Day 5 of 7.,draft,,,briefing.cs-building.autonomous.a1.summary,,,src/data/briefingContent.ts,,data-file
643,Briefing,Autonomous Actions,cs-building,label,Drafted Adams + Reyes follow-ups,draft,,,briefing.cs-building.autonomous.a2.label,,,src/data/briefingContent.ts,,data-file
644,Briefing,Autonomous Actions,cs-building,label,Brand Advocate · review before send,draft,,,briefing.cs-building.autonomous.a2.meta,,,src/data/briefingContent.ts,,data-file
645,Briefing,Autonomous Actions,cs-building,body,Two warm follow-ups drafted in your voice — both wait for your sign-off before sending.,draft,,,briefing.cs-building.autonomous.a2.summary,,,src/data/briefingContent.ts,,data-file
646,Briefing,Autonomous Actions,cs-building,label,Queued 6 contacts for the afternoon,draft,,,briefing.cs-building.autonomous.a3.label,,,src/data/briefingContent.ts,,data-file
647,Briefing,Autonomous Actions,cs-building,label,Coach · warm-warm cohort,draft,,,briefing.cs-building.autonomous.a3.meta,,,src/data/briefingContent.ts,,data-file
648,Briefing,Autonomous Actions,cs-building,body,"6 warm contacts queued for your 1:00 PM block — all ""warm-warm"" (no cold calls), each with a written opener.",draft,,,briefing.cs-building.autonomous.a3.summary,,,src/data/briefingContent.ts,,data-file
649,Briefing,Autonomous Actions,cs-building,label,Loaded retirement-income drill,draft,,,briefing.cs-building.autonomous.a4.label,,,src/data/briefingContent.ts,,data-file
650,Briefing,Autonomous Actions,cs-building,label,Coach · 4 min · for the Reyes call,draft,,,briefing.cs-building.autonomous.a4.meta,,,src/data/briefingContent.ts,,data-file
651,Briefing,Autonomous Actions,cs-building,body,"A 4-minute Coach drill on the most common retirement-income objection, tuned for Paul Reyes.",draft,,,briefing.cs-building.autonomous.a4.summary,,,src/data/briefingContent.ts,,data-file
652,Briefing,Autonomous Actions,cs-building,label,Logged yesterday's 11 contacts,draft,,,briefing.cs-building.autonomous.a5.label,,,src/data/briefingContent.ts,,data-file
653,Briefing,Autonomous Actions,cs-building,label,Concierge · activity refreshed,draft,,,briefing.cs-building.autonomous.a5.meta,,,src/data/briefingContent.ts,,data-file
654,Briefing,Autonomous Actions,cs-building,body,Concierge logged yesterday's 11 client contacts. You are 22% above weekly target.,draft,,,briefing.cs-building.autonomous.a5.summary,,,src/data/briefingContent.ts,,data-file
655,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,headline,Emma Clarke — Annual Review,draft,,,brief.clarke.title,,,src/data/briefingContent.ts,,data-file
656,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,body,"Emma is your most engaged multi-product client. This meeting has two jobs: (1) deepen trust by catching the beneficiary gap before she finds it, and (2) open the fee-based planning conversation — she is ready but has not been asked directly.",draft,,,brief.clarke.bottomLine,,,src/data/briefingContent.ts,,data-file
657,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,headline,Beneficiary on WL policy not updated since 2012,draft,,,brief.clarke.needs.beneficiary.title,,,src/data/briefingContent.ts,,data-file
658,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,body,Still lists ex-husband as primary beneficiary. Catch it before she does — this is what a great advisor looks like.,draft,,,brief.clarke.needs.beneficiary.body,,,src/data/briefingContent.ts,,data-file
659,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,tag,Fix today,draft,,,brief.clarke.needs.beneficiary.badge,,,src/data/briefingContent.ts,,data-file
660,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,headline,Old 401(k) rollover — $210K sitting at prior employer,draft,,,brief.clarke.needs.rollover.title,,,src/data/briefingContent.ts,,data-file
661,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,body,She has not acted. This is the fee-based conversation entry point.,draft,,,brief.clarke.needs.rollover.body,,,src/data/briefingContent.ts,,data-file
662,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,tag,Opportunity,draft,,,brief.clarke.needs.rollover.badge,,,src/data/briefingContent.ts,,data-file
663,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,headline,College funding gap — oldest child starts in 14 months,draft,,,brief.clarke.needs.college.title,,,src/data/briefingContent.ts,,data-file
664,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,body,529 balance: $44K. Estimated need: $80K+. This year it is urgent — the clock is visible now.,draft,,,brief.clarke.needs.college.body,,,src/data/briefingContent.ts,,data-file
665,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,tag,Discuss,draft,,,brief.clarke.needs.college.badge,,,src/data/briefingContent.ts,,data-file
666,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,label,Lead with the beneficiary catch,draft,,,brief.clarke.talking[0].heading,,,src/data/briefingContent.ts,,data-file
667,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,body,"""I flagged something before we start — I want to make sure this is right."" This sets the tone as proactive, not reactive.",draft,,,brief.clarke.talking[0].body,,,src/data/briefingContent.ts,,data-file
668,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,label,Acknowledge the referral,draft,,,brief.clarke.talking[1].heading,,,src/data/briefingContent.ts,,data-file
669,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,body,"""Derek reaching out means a lot."" Don't dwell — move on.",draft,,,brief.clarke.talking[1].body,,,src/data/briefingContent.ts,,data-file
670,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,label,Reference the 401(k) directly,draft,,,brief.clarke.talking[2].heading,,,src/data/briefingContent.ts,,data-file
671,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,body,"""We talked about this last March. I've been thinking about it — now feels like the right time."" Don't ask, offer.",draft,,,brief.clarke.talking[2].body,,,src/data/briefingContent.ts,,data-file
672,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,label,On college funding: name the number,draft,,,brief.clarke.talking[3].heading,,,src/data/briefingContent.ts,,data-file
673,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,body,"""You have $44K. You need $80K. Here's what we can do in 14 months.""",draft,,,brief.clarke.talking[3].body,,,src/data/briefingContent.ts,,data-file
674,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,body,Michael (spouse) not present and skeptical of fees. Do not close without his buy-in.,draft,,,brief.clarke.landmines[0],,,src/data/briefingContent.ts,,data-file
675,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,body,Cash pressure from college starting soon. Be sensitive.,draft,,,brief.clarke.landmines[1],,,src/data/briefingContent.ts,,data-file
676,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,body,DI and LTC are real gaps but not for today — she'll feel sold at.,draft,,,brief.clarke.landmines[2],,,src/data/briefingContent.ts,,data-file
677,Pre-Meeting Brief,Emma Clarke — Annual Review,cs-leading,body,Beneficiary update — get the form signed before she leaves. Everything else is conversation opener for follow-up. Don't overload.,draft,,,brief.clarke.decisionToClose,,,src/data/briefingContent.ts,,data-file
678,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,headline,Derek Okafor — Prospect discovery,draft,,,brief.okafor.title,,,src/data/briefingContent.ts,,data-file
679,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,body,Derek is a referral from Emma Clarke — he's verbal-committed but not yet confirmed in writing. Earn the right to a second meeting by listening more than you talk.,draft,,,brief.okafor.bottomLine,,,src/data/briefingContent.ts,,data-file
680,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,headline,"No personal life coverage — 3 kids under 12, business with payroll",draft,,,brief.okafor.needs.no-life.title,,,src/data/briefingContent.ts,,data-file
681,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,body,The gap will surface in his own answers if you ask the right discovery questions. Let him say it first.,draft,,,brief.okafor.needs.no-life.body,,,src/data/briefingContent.ts,,data-file
682,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,tag,Listen for,draft,,,brief.okafor.needs.no-life.badge,,,src/data/briefingContent.ts,,data-file
683,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,headline,"No DI — owner of a service business, sole rainmaker",draft,,,brief.okafor.needs.no-di.title,,,src/data/briefingContent.ts,,data-file
684,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,body,Probably the single most-leveraged product for his profile.,draft,,,brief.okafor.needs.no-di.body,,,src/data/briefingContent.ts,,data-file
685,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,tag,Opportunity,draft,,,brief.okafor.needs.no-di.badge,,,src/data/briefingContent.ts,,data-file
686,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,headline,"Business continuity — no buy-sell, no key-person",draft,,,brief.okafor.needs.bizcon.title,,,src/data/briefingContent.ts,,data-file
687,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,body,Park it for meeting 2 if today goes well.,draft,,,brief.okafor.needs.bizcon.body,,,src/data/briefingContent.ts,,data-file
688,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,tag,Discuss later,draft,,,brief.okafor.needs.bizcon.badge,,,src/data/briefingContent.ts,,data-file
689,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,label,Confirm the meeting first thing,draft,,,brief.okafor.talking[0].heading,,,src/data/briefingContent.ts,,data-file
690,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,body,He was only verbal-committed. Confirm calendar acceptance before he sits down.,draft,,,brief.okafor.talking[0].body,,,src/data/briefingContent.ts,,data-file
691,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,label,Open with Emma,draft,,,brief.okafor.talking[1].heading,,,src/data/briefingContent.ts,,data-file
692,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,body,"""Emma told me a little about you — but I'd rather hear it from you.""",draft,,,brief.okafor.talking[1].body,,,src/data/briefingContent.ts,,data-file
693,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,label,"Ask three questions, then shut up",draft,,,brief.okafor.talking[2].heading,,,src/data/briefingContent.ts,,data-file
694,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,body,"""What does the business look like in five years?"" / ""What happens to it if you can't work for six months?"" / ""What does Sarah know about how all this is set up?"" Don't rescue the silence.",draft,,,brief.okafor.talking[2].body,,,src/data/briefingContent.ts,,data-file
695,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,label,"End with a next step, not a pitch",draft,,,brief.okafor.talking[3].heading,,,src/data/briefingContent.ts,,data-file
696,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,body,"""Based on what you've shared, here's what I'd want to look at together — can we book 45 minutes next week?""",draft,,,brief.okafor.talking[3].body,,,src/data/briefingContent.ts,,data-file
697,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,body,"Don't lead with product. Emma told him ""Marcus is different — he asks before he sells.""",draft,,,brief.okafor.landmines[0],,,src/data/briefingContent.ts,,data-file
698,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,body,His prior advisor burned him on a fee discussion. Don't raise fees in meeting 1.,draft,,,brief.okafor.landmines[1],,,src/data/briefingContent.ts,,data-file
699,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,body,Sarah is the household decision-maker for protection conversations.,draft,,,brief.okafor.landmines[2],,,src/data/briefingContent.ts,,data-file
700,Pre-Meeting Brief,Derek Okafor — Prospect discovery,cs-leading,body,Get a second meeting on the calendar before he leaves. Don't pitch a product today — your win is earning meeting 2.,draft,,,brief.okafor.decisionToClose,,,src/data/briefingContent.ts,,data-file
701,Pre-Meeting Brief,Leela Patel — Annual Review,hl-accelerating,headline,Leela Patel — Annual Review,draft,,,brief.patel.title,,,src/data/briefingContent.ts,,data-file
702,Pre-Meeting Brief,Leela Patel — Annual Review,hl-accelerating,body,"Leela's household has grown and her current $1.2M term is right-sized to her old household, not her new one. Walk her through what changed and open the education-funding conversation while the new dependent is fresh.",draft,,,brief.patel.bottomLine,,,src/data/briefingContent.ts,,data-file
703,Pre-Meeting Brief,Leela Patel — Annual Review,hl-accelerating,headline,Term is right-sized to her old household — second child arrived 3 months ago,draft,,,brief.patel.needs.right-size.title,,,src/data/briefingContent.ts,,data-file
704,Pre-Meeting Brief,Leela Patel — Annual Review,hl-accelerating,body,Recommended need now: ~$1.8M total. This is the conversation she's already prepared for.,draft,,,brief.patel.needs.right-size.body,,,src/data/briefingContent.ts,,data-file
705,Pre-Meeting Brief,Leela Patel — Annual Review,hl-accelerating,tag,Right-size today,draft,,,brief.patel.needs.right-size.badge,,,src/data/briefingContent.ts,,data-file
706,Pre-Meeting Brief,Leela Patel — Annual Review,hl-accelerating,headline,No 529 for the new baby yet · oldest 529 underfunded for the timeline,draft,,,brief.patel.needs.edu.title,,,src/data/briefingContent.ts,,data-file
707,Pre-Meeting Brief,Leela Patel — Annual Review,hl-accelerating,body,Open a second 529 today. The math is friendly and the moment is right.,draft,,,brief.patel.needs.edu.body,,,src/data/briefingContent.ts,,data-file
708,Pre-Meeting Brief,Leela Patel — Annual Review,hl-accelerating,tag,Opportunity,draft,,,brief.patel.needs.edu.badge,,,src/data/briefingContent.ts,,data-file
709,Pre-Meeting Brief,Leela Patel — Annual Review,hl-accelerating,headline,Arjun is not a client yet — household has only half a plan,draft,,,brief.patel.needs.holistic.title,,,src/data/briefingContent.ts,,data-file
710,Pre-Meeting Brief,Leela Patel — Annual Review,hl-accelerating,body,"Frame as a household check, not a sales ask. Suggest a joint conversation later this quarter.",draft,,,brief.patel.needs.holistic.body,,,src/data/briefingContent.ts,,data-file
711,Pre-Meeting Brief,Leela Patel — Annual Review,hl-accelerating,tag,Discuss,draft,,,brief.patel.needs.holistic.badge,,,src/data/briefingContent.ts,,data-file
712,Pre-Meeting Brief,Leela Patel — Annual Review,hl-accelerating,label,Lead with the milestone,draft,,,brief.patel.talking[0].heading,,,src/data/briefingContent.ts,,data-file
713,Pre-Meeting Brief,Leela Patel — Annual Review,hl-accelerating,body,"""Before anything else — congratulations on baby #2. How is everyone doing?"" Two minutes here earns you the rest of the meeting.",draft,,,brief.patel.talking[0].body,,,src/data/briefingContent.ts,,data-file
714,Pre-Meeting Brief,Leela Patel — Annual Review,hl-accelerating,label,Walk her through what changed,draft,,,brief.patel.talking[1].heading,,,src/data/briefingContent.ts,,data-file
